Tiempo(s),EMG(V)
84.8894,2.707267
84.8904,2.775702
84.8914,2.832193
84.8924,2.877386
84.8934,2.9158
84.8944,2.939688
84.8954,2.932263
84.8964,2.894818
84.8974,2.828642
84.8984,2.748909
84.8994,2.664333
84.9004,2.573301
84.9014,2.479042
84.9024,2.383491
84.9034,2.295041
84.9044,2.219827
84.9054,2.175925
84.9064,2.179476
84.9074,2.227252
84.9084,2.303757
84.9094,2.399954
84.9104,2.504866
84.9114,2.610747
84.9124,2.709526
84.9134,2.797653
84.9144,2.863183
84.9154,2.900628
84.9164,2.908699
84.9174,2.906762
84.9184,2.898369
84.9194,2.876418
84.9204,2.838649
84.9214,2.799912
84.9224,2.773119
84.9234,2.759884
84.9244,2.7686
84.9254,2.800558
84.9264,2.830256
84.9274,2.837681
84.9284,2.832193
84.9294,2.816376
84.9304,2.782481
84.9314,2.73406
84.9324,2.671435
84.9334,2.599126
84.9344,2.517779
84.9354,2.433203
84.9364,2.361217
84.9374,2.316992
84.9384,2.282129
84.9394,2.250817
84.9404,2.247912
84.9414,2.289554
84.9424,2.373484
84.9434,2.476136
84.9444,2.578144
84.9454,2.673372
84.9464,2.757302
84.9474,2.8238
84.9484,2.865119
84.9494,2.870607
84.9504,2.841232
84.9514,2.786032
84.9524,2.712754
84.9534,2.622368
84.9544,2.530045
84.9554,2.447729
84.9564,2.383491
84.9574,2.342494
84.9584,2.320543
84.9594,2.314087
84.9604,2.321512
84.9614,2.345399
84.9624,2.384459
84.9634,2.436754
84.9644,2.491308
84.9654,2.547154
84.9664,2.59493
84.9674,2.626888
84.9684,2.649161
84.9694,2.655617
84.9704,2.646579
84.9714,2.633344
84.9724,2.623982
84.9734,2.62947
84.9744,2.650775
84.9754,2.675309
84.9764,2.685961
84.9774,2.687898
84.9784,2.684993
84.9794,2.677891
84.9804,2.673372
84.9814,2.672726
84.9824,2.670789
84.9834,2.658523
84.9844,2.630116
84.9854,2.607196
84.9864,2.586537
84.9874,2.567168
84.9884,2.562649
84.9894,2.581372
84.9904,2.61914
84.9914,2.660137
84.9924,2.695968
84.9934,2.720502
84.9944,2.726635
84.9954,2.712432
84.9964,2.68241
84.9974,2.638186
84.9984,2.601386
84.9994,2.580726
85.0004,2.56394
85.0014,2.544894
85.0024,2.52488
85.0034,2.507126
85.0044,2.497765
85.0054,2.491631
85.0064,2.492922
85.0074,2.503252
85.0084,2.518747
85.0094,2.541344
85.0104,2.560066
85.0114,2.568782
85.0124,2.584277
85.0134,2.625274
85.0144,2.689512
85.0154,2.778607
85.0164,2.871898
85.0174,2.933555
85.0184,2.950986
85.0194,2.949695
85.0204,2.944853
85.0214,2.919028
85.0224,2.861891
85.0234,2.781835
85.0244,2.677568
85.0254,2.561035
85.0264,2.44095
85.0274,2.321189
85.0284,2.211111
85.0294,2.125567
85.0304,2.074564
85.0314,2.060038
85.0324,2.088767
85.0334,2.159139
85.0344,2.261147
85.0354,2.376712
85.0364,2.48001
85.0374,2.566523
85.0384,2.635926
85.0394,2.681442
85.0404,2.703716
85.0414,2.707267
85.0424,2.701779
85.0434,2.691126
85.0444,2.676923
85.0454,2.664656
85.0464,2.658845
85.0474,2.659168
85.0484,2.654326
85.0494,2.635603
85.0504,2.603
85.0514,2.573301
85.0524,2.557807
85.0534,2.55813
85.0544,2.568459
85.0554,2.591056
85.0564,2.631084
85.0574,2.684024
85.0584,2.721147
85.0594,2.73406
85.0604,2.737611
85.0614,2.731154
85.0624,2.712754
85.0634,2.684347
85.0644,2.645288
85.0654,2.599449
85.0664,2.53521
85.0674,2.437722
85.0684,2.331519
85.0694,2.247912
85.0704,2.213048
85.0714,2.220473
85.0724,2.24662
85.0734,2.278901
85.0744,2.327322
85.0754,2.38575
85.0764,2.45128
85.0774,2.528754
85.0784,2.622045
85.0794,2.724698
85.0804,2.825414
85.0814,2.911927
85.0824,2.979071
85.0834,3.025878
85.0844,3.056222
85.0854,3.05719
85.0864,3.013611
85.0874,2.917414
85.0884,2.779253
85.0894,2.617849
85.0904,2.444178
85.0914,2.274382
85.0924,2.126213
85.0934,2.012585
85.0944,1.940276
85.0954,1.914451
85.0964,1.937048
85.0974,2.001932
85.0984,2.102971
85.0994,2.237904
85.1004,2.396726
85.1014,2.564908
85.1024,2.727603
85.1034,2.877709
85.1044,3.010383
85.1054,3.127562
85.1064,3.226664
85.1074,3.295745
85.1084,3.295099
85.1094,3.219885
85.1104,3.101737
85.1114,2.962607
85.1124,2.814116
85.1134,2.651421
85.1144,2.482915
85.1154,2.327968
85.1164,2.192066
85.1174,2.083602
85.1184,2.009357
85.1194,1.971911
85.1204,1.961258
85.1214,1.97062
85.1224,2.011616
85.1234,2.09135
85.1244,2.211111
85.1254,2.35347
85.1264,2.4926
85.1274,2.622045
85.1284,2.740516
85.1294,2.831225
85.1304,2.897723
85.1314,2.941302
85.1324,2.965513
85.1334,2.966804
85.1344,2.930649
85.1354,2.857695
85.1364,2.757302
85.1374,2.639154
85.1384,2.516487
85.1394,2.405119
85.1404,2.317638
85.1414,2.24888
85.1424,2.202073
85.1434,2.181413
85.1444,2.185287
85.1454,2.209175
85.1464,2.24662
85.1474,2.305694
85.1484,2.389947
85.1494,2.506158
85.1504,2.633666
85.1514,2.771505
85.1524,2.909344
85.1534,3.034271
85.1544,3.13079
85.1554,3.186959
85.1564,3.193092
85.1574,3.16985
85.1584,3.126594
85.1594,3.061709
85.1604,2.978748
85.1614,2.8606
85.1624,2.696937
85.1634,2.511645
85.1644,2.328291
85.1654,2.161722
85.1664,2.01549
85.1674,1.902185
85.1684,1.832458
85.1694,1.806634
85.1704,1.826002
85.1714,1.885399
85.1724,1.990957
85.1734,2.136866
85.1744,2.314087
85.1754,2.505512
85.1764,2.706944
85.1774,2.915477
85.1784,3.115941
85.1794,3.28251
85.1804,3.406468
85.1814,3.484587
85.1824,3.501373
85.1834,3.441331
85.1844,3.321569
85.1854,3.145316
85.1864,2.914186
85.1874,2.649161
85.1884,2.364768
85.1894,2.073273
85.1904,1.81083
85.1914,1.604879
85.1924,1.455419
85.1934,1.373103
85.1944,1.360514
85.1954,1.423784
85.1964,1.562914
85.1974,1.767251
85.1984,2.022592
85.1994,2.309568
85.2004,2.589119
85.2014,2.838326
85.2024,3.041372
85.2034,3.195029
85.2044,3.301232
85.2054,3.359983
85.2064,3.365148
85.2074,3.312531
85.2084,3.210524
85.2094,3.070748
85.2104,2.909344
85.2114,2.740516
85.2124,2.570719
85.2134,2.408992
85.2144,2.263729
85.2154,2.134283
85.2164,2.034536
85.2174,1.973525
85.2184,1.956416
85.2194,1.984178
85.2204,2.051322
85.2214,2.151715
85.2224,2.282452
85.2234,2.437077
85.2244,2.601709
85.2254,2.763435
85.2264,2.907084
85.2274,3.023941
85.2284,3.115295
85.2294,3.163716
85.2304,3.160488
85.2314,3.10432
85.2324,3.01232
85.2334,2.885456
85.2344,2.715337
85.2354,2.520038
85.2364,2.317961
85.2374,2.126213
85.2384,1.967392
85.2394,1.855055
85.2404,1.795013
85.2414,1.780486
85.2424,1.803083
85.2434,1.858928
85.2444,1.95222
85.2454,2.093932
85.2464,2.276319
85.2474,2.472263
85.2484,2.6582
85.2494,2.805077
85.2504,2.907407
85.2514,2.962285
85.2524,2.977134
85.2534,2.966158
85.2544,2.94453
85.2554,2.917737
85.2564,2.885456
85.2574,2.839941
85.2584,2.769246
85.2594,2.663042
85.2604,2.528108
85.2614,2.389301
85.2624,2.271476
85.2634,2.183673
85.2644,2.127504
85.2654,2.09942
85.2664,2.094901
85.2674,2.103617
85.2684,2.12815
85.2694,2.183996
85.2704,2.270508
85.2714,2.368319
85.2724,2.459996
85.2734,2.544249
85.2744,2.633344
85.2754,2.730509
85.2764,2.8238
85.2774,2.916123
85.2784,2.992306
85.2794,3.03653
85.2804,3.025555
85.2814,2.956151
85.2824,2.857372
85.2834,2.758916
85.2844,2.646256
85.2854,2.511968
85.2864,2.366059
85.2874,2.229834
85.2884,2.121694
85.2894,2.047771
85.2904,1.997413
85.2914,1.97643
85.2924,1.986437
85.2934,2.027434
85.2944,2.089413
85.2954,2.166887
85.2964,2.262438
85.2974,2.373806
85.2984,2.500347
85.2994,2.648838
85.3004,2.819926
85.3014,2.978425
85.3024,3.104643
85.3034,3.178566
85.3044,3.192124
85.3054,3.134018
85.3064,3.003281
85.3074,2.829288
85.3084,2.636572
85.3094,2.434494
85.3104,2.224669
85.3114,2.022915
85.3124,1.841497
85.3134,1.705595
85.3144,1.639419
85.3154,1.643616
85.3164,1.705595
85.3174,1.818578
85.3184,1.971265
85.3194,2.145582
85.3204,2.334747
85.3214,2.531014
85.3224,2.715337
85.3234,2.879
85.3244,3.014902
85.3254,3.111099
85.3264,3.152741
85.3274,3.143702
85.3284,3.07785
85.3294,2.954537
85.3304,2.798621
85.3314,2.624951
85.3324,2.428038
85.3334,2.224992
85.3344,2.039701
85.3354,1.893792
85.3364,1.802114
85.3374,1.76822
85.3384,1.791462
85.3394,1.864093
85.3404,1.975785
85.3414,2.135897
85.3424,2.339912
85.3434,2.560389
85.3444,2.770537
85.3454,2.951955
85.3464,3.093344
85.3474,3.179857
85.3484,3.204713
85.3494,3.156937
85.3504,3.041372
85.3514,2.875772
85.3524,2.681119
85.3534,2.472263
85.3544,2.272445
85.3554,2.093287
85.3564,1.931237
85.3574,1.797595
85.3584,1.70624
85.3594,1.670409
85.3604,1.690746
85.3614,1.760795
85.3624,1.877006
85.3634,2.022915
85.3644,2.166241
85.3654,2.289554
85.3664,2.397371
85.3674,2.497442
85.3684,2.582986
85.3694,2.6398
85.3704,2.671112
85.3714,2.688544
85.3724,2.690803
85.3734,2.669498
85.3744,2.631407
85.3754,2.57427
85.3764,2.504866
85.3774,2.428684
85.3784,2.343785
85.3794,2.25921
85.3804,2.184318
85.3814,2.124599
85.3824,2.101034
85.3834,2.118789
85.3844,2.163659
85.3854,2.221441
85.3864,2.294719
85.3874,2.382522
85.3884,2.466129
85.3894,2.541989
85.3904,2.60881
85.3914,2.675954
85.3924,2.738579
85.3934,2.784418
85.3944,2.800558
85.3954,2.777316
85.3964,2.710495
85.3974,2.614298
85.3984,2.504543
85.3994,2.395435
85.4004,2.290845
85.4014,2.192066
85.4024,2.113624
85.4034,2.061652
85.4044,2.034536
85.4054,2.031308
85.4064,2.05229
85.4074,2.095546
85.4084,2.159785
85.4094,2.235322
85.4104,2.326354
85.4114,2.427715
85.4124,2.539084
85.4134,2.650452
85.4144,2.754397
85.4154,2.849302
85.4164,2.910635
85.4174,2.921288
85.4184,2.895463
85.4194,2.850916
85.4204,2.788614
85.4214,2.696291
85.4224,2.581694
85.4234,2.448375
85.4244,2.296333
85.4254,2.139125
85.4264,1.994508
85.4274,1.869581
85.4284,1.77403
85.4294,1.709469
85.4304,1.6901
85.4314,1.719476
85.4324,1.791462
85.4334,1.913806
85.4344,2.087799
85.4354,2.291813
85.4364,2.519393
85.4374,2.755042
85.4384,2.969064
85.4394,3.137246
85.4404,3.243773
85.4414,3.283478
85.4424,3.25959
85.4434,3.166299
85.4444,3.011028
85.4454,2.824446
85.4464,2.614298
85.4474,2.397694
85.4484,2.213371
85.4494,2.060038
85.4504,1.919939
85.4514,1.800823
85.4524,1.732388
85.4534,1.712051
85.4544,1.727223
85.4554,1.779195
85.4564,1.864416
85.4574,1.97643
85.4584,2.111364
85.4594,2.267603
85.4604,2.442564
85.4614,2.610424
85.4624,2.762144
85.4634,2.893849
85.4644,3.001021
85.4654,3.052671
85.4664,3.032657
85.4674,2.969386
85.4684,2.859309
85.4694,2.703716
85.4704,2.523266
85.4714,2.342171
85.4724,2.180445
85.4734,2.046802
85.4744,1.948023
85.4754,1.890886
85.4764,1.879588
85.4774,1.90509
85.4784,1.977399
85.4794,2.082634
85.4804,2.197554
85.4814,2.321189
85.4824,2.436108
85.4834,2.525849
85.4844,2.583309
85.4854,2.612038
85.4864,2.612361
85.4874,2.585245
85.4884,2.536501
85.4894,2.469357
85.4904,2.393821
85.4914,2.316347
85.4924,2.240164
85.4934,2.170115
85.4944,2.108781
85.4954,2.062297
85.4964,2.04196
85.4974,2.053581
85.4984,2.099743
85.4994,2.169146
85.5004,2.255659
85.5014,2.349919
85.5024,2.42707
85.5034,2.484529
85.5044,2.529077
85.5054,2.560389
85.5064,2.578144
85.5074,2.588796
85.5084,2.592993
85.5094,2.600095
85.5104,2.59848
85.5114,2.564586
85.5124,2.490986
85.5134,2.394143
85.5144,2.305694
85.5154,2.24081
85.5164,2.200136
85.5174,2.159785
85.5184,2.124599
85.5194,2.115238
85.5204,2.142353
85.5214,2.183996
85.5224,2.208529
85.5234,2.226929
85.5244,2.259855
85.5254,2.303434
85.5264,2.345722
85.5274,2.378971
85.5284,2.401568
85.5294,2.408347
85.5304,2.400599
85.5314,2.378326
85.5324,2.340557
85.5334,2.289554
85.5344,2.229834
85.5354,2.164627
85.5364,2.106845
85.5374,2.067462
85.5384,2.053259
85.5394,2.061006
85.5404,2.086508
85.5414,2.139448
85.5424,2.213371
85.5434,2.295687
85.5444,2.374452
85.5454,2.440628
85.5464,2.495505
85.5474,2.544249
85.5484,2.586214
85.5494,2.61107
85.5504,2.616881
85.5514,2.617203
85.5524,2.606873
85.5534,2.5662
85.5544,2.498087
85.5554,2.417385
85.5564,2.337652
85.5574,2.269862
85.5584,2.211111
85.5594,2.166564
85.5604,2.143322
85.5614,2.138803
85.5624,2.150101
85.5634,2.174634
85.5644,2.215631
85.5654,2.260501
85.5664,2.303112
85.5674,2.357666
85.5684,2.420936
85.5694,2.494536
85.5704,2.551351
85.5714,2.590087
85.5724,2.61333
85.5734,2.614621
85.5744,2.599772
85.5754,2.569751
85.5764,2.527463
85.5774,2.466452
85.5784,2.385105
85.5794,2.292782
85.5804,2.200782
85.5814,2.122985
85.5824,2.063911
85.5834,2.032922
85.5844,2.030016
85.5854,2.054873
85.5864,2.114915
85.5874,2.20401
85.5884,2.317961
85.5894,2.445147
85.5904,2.572979
85.5914,2.694032
85.5924,2.796361
85.5934,2.855758
85.5944,2.864151
85.5954,2.820249
85.5964,2.735674
85.5974,2.61333
85.5984,2.45354
85.5994,2.276319
85.6004,2.103294
85.6014,1.947378
85.6024,1.814058
85.6034,1.71883
85.6044,1.683644
85.6054,1.722058
85.6064,1.822451
85.6074,1.968037
85.6084,2.143967
85.6094,2.308922
85.6104,2.460319
85.6114,2.601709
85.6124,2.722761
85.6134,2.80766
85.6144,2.842846
85.6154,2.821218
85.6164,2.755365
85.6174,2.656909
85.6184,2.534565
85.6194,2.390915
85.6204,2.239519
85.6214,2.104585
85.6224,1.992894
85.6234,1.904121
85.6244,1.842788
85.6254,1.818578
85.6264,1.836332
85.6274,1.891209
85.6284,1.979658
85.6294,2.092318
85.6304,2.221118
85.6314,2.349919
85.6324,2.470003
85.6334,2.575238
85.6344,2.655295
85.6354,2.709526
85.6364,2.74213
85.6374,2.756333
85.6384,2.746972
85.6394,2.723084
85.6404,2.702425
85.6414,2.692095
85.6424,2.691772
85.6434,2.688221
85.6444,2.667884
85.6454,2.630761
85.6464,2.569105
85.6474,2.48001
85.6484,2.356698
85.6494,2.220473
85.6504,2.085862
85.6514,1.959644
85.6524,1.848921
85.6534,1.768865
85.6544,1.725932
85.6554,1.725609
85.6564,1.77403
85.6574,1.871518
85.6584,2.011294
85.6594,2.178831
85.6604,2.353792
85.6614,2.519715
85.6624,2.671758
85.6634,2.8054
85.6644,2.911927
85.6654,2.980039
85.6664,3.007155
85.6674,2.99166
85.6684,2.935169
85.6694,2.843814
85.6704,2.722761
85.6714,2.581372
85.6724,2.436754
85.6734,2.301175
85.6744,2.180445
85.6754,2.089736
85.6764,2.017104
85.6774,1.96255
85.6784,1.943827
85.6794,1.948023
85.6804,1.962227
85.6814,1.980627
85.6824,2.005483
85.6834,2.043574
85.6844,2.099743
85.6854,2.178185
85.6864,2.27535
85.6874,2.383168
85.6884,2.498087
85.6894,2.635281
85.6904,2.797976
85.6914,2.972292
85.6924,3.135632
85.6934,3.244418
85.6944,3.273148
85.6954,3.219885
85.6964,3.123366
85.6974,2.999407
85.6984,2.848979
85.6994,2.656909
85.7004,2.428684
85.7014,2.186255
85.7024,1.950929
85.7034,1.742718
85.7044,1.5797
85.7054,1.468654
85.7064,1.413454
85.7074,1.422493
85.7084,1.511265
85.7094,1.681384
85.7104,1.910255
85.7114,2.157203
85.7124,2.396726
85.7134,2.612038
85.7144,2.787323
85.7154,2.917092
85.7164,2.99392
85.7174,3.012643
85.7184,2.98359
85.7194,2.908053
85.7204,2.79507
85.7214,2.662719
85.7224,2.5294
85.7234,2.411575
85.7244,2.311182
85.7254,2.221764
85.7264,2.153006
85.7274,2.116852
85.7284,2.12008
85.7294,2.155911
85.7304,2.210789
85.7314,2.272768
85.7324,2.337329
85.7334,2.394143
85.7344,2.452571
85.7354,2.510354
85.7364,2.556516
85.7374,2.603
85.7384,2.659168
85.7394,2.708881
85.7404,2.738256
85.7414,2.755365
85.7424,2.773765
85.7434,2.780544
85.7444,2.748263
85.7454,2.681765
85.7464,2.581049
85.7474,2.449989
85.7484,2.310213
85.7494,2.177862
85.7504,2.058746
85.7514,1.969006
85.7524,1.924781
85.7534,1.929623
85.7544,1.982241
85.7554,2.074241
85.7564,2.186255
85.7574,2.313764
85.7584,2.451926
85.7594,2.592347
85.7604,2.712754
85.7614,2.794747
85.7624,2.830902
85.7634,2.826705
85.7644,2.784418
85.7654,2.707912
85.7664,2.59848
85.7674,2.466129
85.7684,2.326031
85.7694,2.188515
85.7704,2.067139
85.7714,1.977399
85.7724,1.935111
85.7734,1.928978
85.7744,1.94189
85.7754,1.982564
85.7764,2.06262
85.7774,2.180768
85.7784,2.327968
85.7794,2.497442
85.7804,2.681442
85.7814,2.845751
85.7824,2.98359
85.7834,3.091085
85.7844,3.161134
85.7854,3.191801
85.7864,3.177274
85.7874,3.119169
85.7884,3.023941
85.7894,2.895141
85.7904,2.742775
85.7914,2.586859
85.7924,2.439336
85.7934,2.293105
85.7944,2.14429
85.7954,2.005483
85.7964,1.902185
85.7974,1.849244
85.7984,1.85796
85.7994,1.927041
85.8004,2.051322
85.8014,2.205624
85.8024,2.376712
85.8034,2.555547
85.8044,2.727926
85.8054,2.888362
85.8064,3.018453
85.8074,3.11013
85.8084,3.161134
85.8094,3.175983
85.8104,3.166622
85.8114,3.146608
85.8124,3.079786
85.8134,2.944853
85.8144,2.761498
85.8154,2.571687
85.8164,2.380908
85.8174,2.196585
85.8184,2.032599
85.8194,1.916065
85.8204,1.862157
85.8214,1.880234
85.8224,1.949637
85.8234,2.052936
85.8244,2.188838
85.8254,2.347336
85.8264,2.504221
85.8274,2.646902
85.8284,2.763435
85.8294,2.848011
85.8304,2.899983
85.8314,2.913218
85.8324,2.891913
85.8334,2.843814
85.8344,2.770214
85.8354,2.688221
85.8364,2.618817
85.8374,2.567814
85.8384,2.522944
85.8394,2.460319
85.8404,2.390592
85.8414,2.346045
85.8424,2.325385
85.8434,2.310859
85.8444,2.298592
85.8454,2.294396
85.8464,2.300529
85.8474,2.321512
85.8484,2.347336
85.8494,2.359603
85.8504,2.366059
85.8514,2.373806
85.8524,2.382845
85.8534,2.390915
85.8544,2.40867
85.8554,2.443856
85.8564,2.489049
85.8574,2.543926
85.8584,2.606551
85.8594,2.679505
85.8604,2.76279
85.8614,2.870607
85.8624,2.990692
85.8634,3.079464
85.8644,3.122074
85.8654,3.114004
85.8664,3.054608
85.8674,2.951309
85.8684,2.819281
85.8694,2.675631
85.8704,2.523266
85.8714,2.368642
85.8724,2.243392
85.8734,2.169469
85.8744,2.133638
85.8754,2.109104
85.8764,2.109427
85.8774,2.142353
85.8784,2.192389
85.8794,2.252431
85.8804,2.322157
85.8814,2.395112
85.8824,2.469035
85.8834,2.532951
85.8844,2.588151
85.8854,2.633989
85.8864,2.664333
85.8874,2.676923
85.8884,2.683702
85.8894,2.680474
85.8904,2.66853
85.8914,2.660782
85.8924,2.664979
85.8934,2.676923
85.8944,2.690158
85.8954,2.683379
85.8964,2.658845
85.8974,2.634635
85.8984,2.635281
85.8994,2.652712
85.9004,2.659168
85.9014,2.649161
85.9024,2.620109
85.9034,2.580403
85.9044,2.532951
85.9054,2.503252
85.9064,2.482593
85.9074,2.464515
85.9084,2.446115
85.9094,2.430621
85.9104,2.424164
85.9114,2.42481
85.9124,2.413512
85.9134,2.393498
85.9144,2.37994
85.9154,2.378971
85.9164,2.397694
85.9174,2.441596
85.9184,2.501315
85.9194,2.571687
85.9204,2.636895
85.9214,2.69274
85.9224,2.741484
85.9234,2.782481
85.9244,2.810888
85.9254,2.82154
85.9264,2.814116
85.9274,2.798944
85.9284,2.774733
85.9294,2.741484
85.9304,2.710495
85.9314,2.686607
85.9324,2.66627
85.9334,2.638509
85.9344,2.603645
85.9354,2.582017
85.9364,2.571042
85.9374,2.575561
85.9384,2.588151
85.9394,2.59041
85.9404,2.581049
85.9414,2.5662
85.9424,2.556838
85.9434,2.546831
85.9444,2.531982
85.9454,2.518424
85.9464,2.507449
85.9474,2.489694
85.9484,2.466452
85.9494,2.444501
85.9504,2.428361
85.9514,2.429329
85.9524,2.447407
85.9534,2.475491
85.9544,2.503252
85.9554,2.529077
85.9564,2.560712
85.9574,2.607842
85.9584,2.657877
85.9594,2.710495
85.9604,2.772474
85.9614,2.832516
85.9624,2.883842
85.9634,2.916446
85.9644,2.913541
85.9654,2.886102
85.9664,2.838972
85.9674,2.777639
85.9684,2.710817
85.9694,2.642705
85.9704,2.57427
85.9714,2.531982
85.9724,2.539407
85.9734,2.562649
85.9744,2.572979
85.9754,2.581694
85.9764,2.599126
85.9774,2.609779
85.9784,2.610424
85.9794,2.599772
85.9804,2.588796
85.9814,2.58234
85.9824,2.574916
85.9834,2.567491
85.9844,2.558452
85.9854,2.537793
85.9864,2.505835
85.9874,2.476136
85.9884,2.459996
85.9894,2.452249
85.9904,2.447084
85.9914,2.45935
85.9924,2.509063
85.9934,2.596866
85.9944,2.701133
85.9954,2.778284
85.9964,2.801526
85.9974,2.791519
85.9984,2.765372
85.9994,2.730186
86.0004,2.677246
86.0014,2.605905
86.0024,2.521975
86.0034,2.459028
86.0044,2.42255
86.0054,2.398663
86.0064,2.376712
